"DeviceProtection","InternetService","MonthlyCharges","OnlineBackup","OnlineSecurity","PaperlessBilling","SeniorCitizen","StreamingMovies","StreamingTV","TechSupport","Churn","Contract","Dependents","Partner","PaymentMethod","TotalCharges","tenure","MultipleLines","PhoneService","customerID","gender" 
"Yes","Fiber optic",90.561,"No","No","Yes",0,"No","No","No","No","Two year","Yes","No","Bank transfer (automatic)",3276.327,70,"Yes","Yes","2910-BMAXL","Male"
"No","DSL",65.2,"Yes","No","Yes",0,"No","Yes","No","No","Month-to-month","Yes","No","Credit card (automatic)",171.43,3,"No","Yes","5813-WAEPK","Male"
"Yes","Fiber optic",80.6,"No","No","Yes",0,"No","Yes","Yes","No","Month-to-month","No","No","Electronic check",1208,13,"Yes","Yes","2201-EWSNE","Male"
"Yes","Fiber optic",94.051,"No","No","No",0,"Yes","Yes","No","No","Month-to-month","No","No","Electronic check",25.306,4,"No","Yes","4423-KQCYU","Female"
"Yes","DSL",74.2,"Yes","No","Yes",0,"No","No","Yes","No","One year","No","No","Credit card (automatic)",822.86,48,"No","Yes","2666-KPDVS","Male"
"No internet service","No",19.643,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","Yes","Yes","Electronic check",510.204,7,"Yes","Yes","9816-QZJBI","Male"
"No internet service","No",25.3,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","No","Yes","Mailed check",400.408,3,"Yes","Yes","5469-FPNYA","Female"
"No","Fiber optic",84.286,"Yes","Yes","Yes",0,"Yes","Yes","No","Yes","Month-to-month","No","Yes","Electronic check",7090.2,62,"Yes","Yes","1303-JXDBB","Male"
"No","Fiber optic",69.969,"No","Yes","Yes",0,"Yes","No","No","Yes","Month-to-month","Yes","No","Electronic check",669.8,9,"No","Yes","4148-VEJDO","Female"
"No internet service","No",20.2,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","Yes","One year","No","No","Credit card (automatic)",1999.592,35,"No","Yes","1900-HPBNH","Male"
"No","Fiber optic",70.265,"Yes","Yes","Yes",0,"Yes","Yes","Yes","No","Month-to-month","No","No","Electronic check",1213.88,13,"Yes","Yes","3130-NFQLQ","Male"
"No internet service","No",19.96,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","No","Electronic check",1253.877551020408,60,"No","Yes","4725-FLWVU","Male"
"No","Fiber optic",95.29,"No","No","Yes",1,"Yes","No","Yes","No","Month-to-month","Yes","Yes","Mailed check",819.59,19,"Yes","Yes","7395-YSEZL","Male"
"No internet service","No",20.214,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","Yes","Credit card (automatic)",362.04,1,"Yes","Yes","7165-HOLIP","Male"
"No","Fiber optic",85.4,"No","No","No",0,"Yes","No","No","No","Month-to-month","Yes","Yes","Mailed check",280.8163,17,"No","Yes","4567-USWHM","Male"
"Yes","Fiber optic",100.143,"Yes","No","Yes",0,"Yes","Yes","No","No","Month-to-month","No","Yes","Credit card (automatic)",2006.938775510204,26,"Yes","Yes","6799-LUUMT","Male"
"No","Fiber optic",85.19,"Yes","Yes","Yes",0,"No","Yes","No","Yes","Month-to-month","No","Yes","Credit card (automatic)",9.8,3,"Yes","Yes","4132-TYUXX","Female"
"No internet service","No",19.58,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Two year","No","Yes","Electronic check",2679.18,50,"No","Yes","4731-VOQFR","Male"
"No","Fiber optic",69.602,"Yes","Yes","Yes",0,"Yes","Yes","No","No","Month-to-month","Yes","Yes","Mailed check",669.39,14,"No","Yes","3951-LVWHO","Male"
"Yes","Fiber optic",84.306,"No","No","Yes",1,"Yes","No","No","Yes","One year","Yes","Yes","Mailed check",2200.8,26,"No","Yes","7491-BZQZE","Male"
"Yes","DSL",69.56,"Yes","No","Yes",0,"Yes","No","No","No","One year","No","No","Electronic check",5105.3061,48,"Yes","Yes","0453-JBPNJ","Female"
"Yes","Fiber optic",80.58,"No","No","Yes",0,"No","Yes","Yes","No","One year","No","Yes","Credit card (automatic)",468.571,24,"No","Yes","9835-ZNSBD","Male"
"No","Fiber optic",80.224,"No","No","Yes",0,"No","Yes","Yes","No","Two year","No","No","Bank transfer (automatic)",1280.816,72,"No","Yes","7570-YRVIQ","Female"
"No","Fiber optic",79.296,"Yes","No","Yes",0,"No","Yes","No","No","One year","No","No","Mailed check",1059.59,47,"No","Yes","7487-UPFNB","Female"
"No","Fiber optic",80.561,"No","No","Yes",0,"No","No","Yes","Yes","Month-to-month","No","No","Mailed check",87.3469,5,"No","Yes","7153-UGUUW","Male"
"No","Fiber optic",80.15,"Yes","No","Yes",1,"Yes","Yes","No","No","Month-to-month","Yes","Yes","Electronic check",425.306,12,"Yes","Yes","8589-JMUCW","Male"
"No internet service","No",19.32,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Two year","Yes","Yes","Electronic check",1928,60,"Yes","Yes","7230-HNORN","Male"
"No internet service","No",19.31,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","No","No","Electronic check",417.55,20,"Yes","Yes","2065-OGHAB","Male"
"No","Fiber optic",74.163,"Yes","Yes","Yes",0,"Yes","No","No","Yes","Month-to-month","Yes","No","Electronic check",733.47,11,"Yes","Yes","3009-NUEEQ","Female"
"Yes","Fiber optic",105.378,"No","No","Yes",0,"Yes","Yes","Yes","No","Month-to-month","Yes","Yes","Electronic check",364.082,18,"No","Yes","5371-AAEEP","Male"
"Yes","Fiber optic",89.51,"No","Yes","Yes",0,"Yes","No","No","Yes","One year","No","No","Bank transfer (automatic)",6179,68,"No","Yes","2987-QRHSH","Male"
"No internet service","No",19.6,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","No","No","Mailed check",192.24,9,"No","Yes","5845-DPEVP","Male"
"No","DSL",60.918,"No","Yes","Yes",1,"Yes","No","Yes","Yes","Month-to-month","No","No","Credit card (automatic)",330.61,1,"Yes","Yes","4722-IOQEP","Male"
"No","Fiber optic",94.4,"Yes","Yes","Yes",0,"Yes","Yes","Yes","Yes","Month-to-month","No","Yes","Mailed check",278.78,3,"No","Yes","4730-SFRDK","Male"
"Yes","DSL",44,"No","No","No",0,"Yes","Yes","Yes","Yes","Month-to-month","No","Yes","Electronic check",420,6,"Yes","Yes","0538-QSLVM","Male"
"No","Fiber optic",90.4,"Yes","No","Yes",0,"Yes","Yes","Yes","No","Two year","No","Yes","Electronic check",4788,72,"No","Yes","4761-FFHWG","Female"
"No","Fiber optic",105.1,"Yes","No","Yes",0,"Yes","Yes","No","No","Month-to-month","No","Yes","Electronic check",516.73,7,"No","Yes","6621-GSLDD","Female"
"Yes","Fiber optic",84.316,"No","No","Yes",0,"No","No","Yes","No","Month-to-month","No","No","Mailed check",634.69,8,"No","Yes","0357-AAXXN","Female"
"No","Fiber optic",70.112,"Yes","No","Yes",0,"Yes","Yes","Yes","No","Two year","No","Yes","Credit card (automatic)",7850,72,"No","Yes","5602-OSGQO","Female"
"No internet service","No",20.633,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","No","Yes","Mailed check",520.0,7,"No","Yes","9078-DVBJV","Female"
"No internet service","No",20.408,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","No","No","Electronic check",468.57,7,"Yes","Yes","7619-TDVLO","Male"
"No internet service","No",19.94,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","Yes","Electronic check",177.55,7,"No","Yes","5608-PATLN","Female"
"No internet service","No",19.112,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","One year","No","Yes","Bank transfer (automatic)",1024.49,47,"Yes","Yes","7601-GMFNS","Male"
"No internet service","No",19.58,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","One year","No","Yes","Bank transfer (automatic)",1858.78,26,"Yes","Yes","6359-ZMVVV","Female"
"No","Fiber optic",90.8,"No","Yes","Yes",0,"No","Yes","No","Yes","Month-to-month","No","No","Bank transfer (automatic)",7.347,2,"No","Yes","0707-ZGQQZ","Female"
"No internet service","No",19.7,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","One year","No","No","Credit card (automatic)",1793.47,72,"Yes","Yes","9446-VWZOD","Male"
"Yes","Fiber optic",84.5,"No","No","Yes",0,"Yes","No","Yes","No","Month-to-month","No","No","Credit card (automatic)",2211.837,34,"Yes","Yes","5581-DPYVN","Female"
"Yes","Fiber optic",74.92,"Yes","No","Yes",1,"No","Yes","No","No","Month-to-month","No","Yes","Electronic check",933.06,9,"No","Yes","7886-PNGBC","Male"
"No","DSL",79.9,"No","No","Yes",0,"No","No","Yes","Yes","Month-to-month","Yes","No","Bank transfer (automatic)",350.6122,2,"Yes","Yes","5756-XBJYD","Male"
"No internet service","No",19.1,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","Yes","Bank transfer (automatic)",157.55,2,"Yes","Yes","4265-LILYA","Male"
"No","Fiber optic",90.4,"Yes","Yes","Yes",0,"Yes","Yes","Yes","Yes","Month-to-month","No","Yes","Mailed check",284.082,2,"No","Yes","9956-JSLSD","Male"
"No","Fiber optic",70.47,"Yes","No","Yes",0,"No","No","Yes","Yes","Month-to-month","Yes","No","Electronic check",677.14,10,"Yes","Yes","8896-LYCXE","Female"
"Yes","Fiber optic",90.796,"No","Yes","No",0,"No","No","Yes","No","Month-to-month","Yes","Yes","Electronic check",1951.43,37,"Yes","Yes","8079-DWTVK","Male"
"No","DSL",45.04,"Yes","Yes","Yes",0,"No","No","No","No","Month-to-month","No","Yes","Mailed check",235.92,10,"Yes","Yes","4791-YGVMW","Male"
"No","Fiber optic",80.031,"Yes","Yes","Yes",0,"No","No","No","Yes","Month-to-month","No","Yes","Mailed check",786.94,8,"No","Yes","8835-HBCZK","Female"
"No internet service","No",20.245,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","No","Credit card (automatic)",171.837,2,"Yes","Yes","3480-QCALE","Female"
"No","Fiber optic",79.95,"Yes","Yes","Yes",0,"No","No","No","No","Month-to-month","Yes","No","Electronic check",5693.878,68,"Yes","Yes","2804-ECOOI","Female"
"No internet service","No",20.306,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","No","No","Mailed check",339.59,6,"Yes","Yes","2370-XSFGI","Male"
"No","DSL",55.653,"No","No","Yes",0,"Yes","Yes","No","No","Month-to-month","No","Yes","Electronic check",2207.347,24,"Yes","Yes","4951-TNMEO","Female"
"No","Fiber optic",74.34,"Yes","No","Yes",0,"Yes","No","Yes","No","Month-to-month","No","Yes","Mailed check",87.76,5,"No","Yes","1964-SHLHK","Male"
"Yes","Fiber optic",69.53,"No","No","Yes",0,"No","No","Yes","No","Month-to-month","No","Yes","Electronic check",1344.08,18,"Yes","Yes","9016-GGKSN","Male"
"No","Fiber optic",95.469,"Yes","Yes","Yes",0,"Yes","No","No","No","Month-to-month","No","Yes","Mailed check",162.04,4,"No","Yes","5906-RXKRO","Male"
"No","Fiber optic",74.388,"Yes","No","Yes",1,"Yes","Yes","No","No","One year","No","Yes","Mailed check",1039.592,47,"Yes","Yes","0950-NXNKW","Male"
"No","Fiber optic",85.224,"Yes","Yes","Yes",0,"Yes","Yes","No","No","Month-to-month","No","No","Credit card (automatic)",48.571,3,"Yes","Yes","2442-IQEFR","Male"
"No","Fiber optic",70.23,"No","No","Yes",0,"Yes","No","No","Yes","Month-to-month","Yes","No","Electronic check",177.14,5,"Yes","Yes","0115-NEDCO","Female"
"No","Fiber optic",85.02,"Yes","No","Yes",0,"No","No","No","Yes","Month-to-month","Yes","No","Electronic check",178.367,10,"Yes","Yes","7946-HMSDD","Female"
"No internet service","No",19.378,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","No","Mailed check",441.6327,7,"Yes","Yes","6892-EKVBQ","Male"
"No internet service","No",20.61,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","No","Mailed check",238.37,12,"No","Yes","5269-NLUEE","Male"
"No internet service","No",25.347,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","No","Yes","Mailed check",441.22,9,"No","Yes","9205-HXGWA","Male"
"No","Fiber optic",84.02,"No","No","No",0,"Yes","Yes","No","Yes","Month-to-month","No","Yes","Electronic check",459.59,7,"No","Yes","7699-SKOCX","Female"
"No internet service","No",20.62,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","Yes","Month-to-month","No","No","Electronic check",822.86,40,"Yes","Yes","1177-YIUJA","Male"
"No","Fiber optic",79.102,"Yes","Yes","Yes",0,"No","No","No","No","One year","No","No","Electronic check",1557.96,62,"Yes","Yes","2354-JMAZD","Female"
"No","DSL",64.429,"No","No","No",0,"No","No","No","No","Month-to-month","No","No","Mailed check",511.43,7,"No","Yes","2651-FEDNW","Female"
"No internet service","No",19.755,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","No","Electronic check",1356.735,29,"No","Yes","5517-QSLXI","Male"
"No internet service","No",20.8,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","Yes","Electronic check",1675.1,16,"No","Yes","9213-NMZJQ","Male"
"No","Fiber optic",94.4,"No","No","No",0,"No","Yes","No","No","Month-to-month","No","Yes","Electronic check",2440.0,54,"No","Yes","2220-OYPYL","Male"
"Yes","Fiber optic",80.837,"Yes","No","Yes",0,"No","No","No","Yes","Month-to-month","No","No","Electronic check",18.78,3,"Yes","Yes","0321-IXEQQ","Female"
"No","Fiber optic",80.67,"Yes","No","Yes",0,"No","No","Yes","No","One year","No","Yes","Mailed check",464.082,25,"No","Yes","8019-JQQTO","Female"
"Yes","DSL",64.337,"Yes","No","Yes",0,"No","No","Yes","No","Month-to-month","No","Yes","Bank transfer (automatic)",240.0,3,"Yes","Yes","6075-AAIRB","Female"
"No internet service","No",20.92,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Month-to-month","No","Yes","Mailed check",408.9796,8,"Yes","Yes","3745-JJVVJ","Female"
"Yes","Fiber optic",84.857,"No","Yes","Yes",0,"Yes","Yes","Yes","No","Month-to-month","Yes","Yes","Electronic check",624.898,8,"Yes","Yes","7353-TQASP","Female"
"No internet service","No",25.122,"No internet service","No internet service","No",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","Yes","Electronic check",328.571,6,"No","Yes","3999-NLBJI","Male"
"No internet service","No",19.8,"No internet service","No internet service","Yes",0,"No internet service","No internet service","No internet service","No","Month-to-month","Yes","Yes","Mailed check",388.98,19,"No","Yes","8773-FZNFD","Female"
"Yes","Fiber optic",99.847,"No","No","Yes",0,"No","No","No","Yes","Month-to-month","Yes","No","Bank transfer (automatic)",68,3,"No","Yes","0700-GRLWU","Male"
"Yes","Fiber optic",75.357,"No","No","No",0,"Yes","Yes","No","No","Month-to-month","Yes","Yes","Electronic check",1065,12,"No","Yes","4105-WZWGC","Male"
"No","Fiber optic",79.837,"No","No","Yes",0,"No","Yes","No","No","Two year","Yes","No","Bank transfer (automatic)",1044.08,72,"No","Yes","9408-ORLQP","Female"
"No","Fiber optic",75.51,"Yes","No","Yes",0,"No","No","No","Yes","Two year","No","No","Electronic check",677.96,7,"No","Yes","5196-XWIVX","Male"
"No","Fiber optic",79.78,"No","No","No",0,"Yes","Yes","No","No","Month-to-month","Yes","Yes","Credit card (automatic)",1412.65,15,"Yes","Yes","5388-QXOAK","Female"
"Yes","Fiber optic",80.22,"No","No","Yes",0,"No","No","No","No","Month-to-month","Yes","Yes","Mailed check",64.08,9,"Yes","Yes","6696-IPSXH","Female"
"No","Fiber optic",86.97,"Yes","No","No",0,"Yes","Yes","No","No","Month-to-month","No","Yes","Mailed check",310.2,12,"Yes","Yes","6836-AWBQN","Male"
"Yes","DSL",52.102,"No","No","Yes",0,"Yes","No","Yes","Yes","Month-to-month","No","No","Credit card (automatic)",52.245,2,"No","Yes","1436-BRXBK","Female"
"No","Fiber optic",84.571,"No","No","Yes",0,"No","Yes","No","No","Two year","Yes","Yes","Electronic check",8122.86,72,"Yes","Yes","5378-ANKXY","Male"
"Yes","Fiber optic",85.122,"No","No","Yes",0,"No","No","No","No","Month-to-month","Yes","Yes","Electronic check",808.98,13,"Yes","Yes","5608-WVJGD","Female"
